Order_ID,Material_ID,Item_ID,Source,Destination,Available_Time,Deadline,Danger_Type,Area,Weight
A140058,ELEC-DISP-6718,P58-a1fe0408,City_1,City_150,2022-03-12 00:00:00,2022-03-22 00:00:00,type_1,37853,437477
A140059,ELEC-DISP-8179,P59-f5057819,City_1,City_150,2024-05-03 00:00:00,2024-05-23 00:00:00,type_1,40151,787715
A140060,ELEC-PCB-5905,P60-239ef075,City_1,City_150,2023-11-11 00:00:00,2023-11-17 00:00:00,type_1,18101,970782
A140061,ELEC-PCB-2753,P61-b0c928ea,City_1,City_152,2024-01-31 00:00:00,2024-02-20 00:00:00,type_1,36197,212998
A140062,ELEC-COMP-4450,P62-2949c43a,City_1,City_152,2024-01-05 00:00:00,2024-01-18 00:00:00,type_1,90611,263487
A140063,ELEC-COMP-9280,P63-6bc68fbe,City_1,City_152,2023-05-16 00:00:00,2023-05-27 00:00:00,type_1,7158,999314
A140064,ELEC-PCB-7939,P64-7e3472a5,City_1,City_152,2024-04-29 00:00:00,2024-05-10 00:00:00,type_1,964,96228
A140065,ELEC-COMP-3143,P65-090655ed,City_1,City_152,2023-10-15 00:00:00,2023-10-26 00:00:00,type_1,97654,219430
A140066,ELEC-MODUL-1158,P66-b1927a15,City_1,City_158,2022-04-25 00:00:00,2022-04-30 00:00:00,type_1,91073,976004
A140067,ELEC-DISP-9938,P67-5b0d5f62,City_1,City_158,2022-02-06 00:00:00,2022-03-07 00:00:00,type_1,76850,437151
A140068,ELEC-DISP-8041,P68-6864bb54,City_1,City_158,2022-05-11 00:00:00,2022-05-15 00:00:00,type_1,48295,373232
A140069,ELEC-PCB-6862,P69-0ee8d49d,City_1,City_158,2022-08-04 00:00:00,2022-08-28 00:00:00,type_1,87916,311650
A140070,ELEC-PCB-6794,P70-ffd810c6,City_1,City_158,2024-03-09 00:00:00,2024-03-29 00:00:00,type_1,53764,977082
A140071,ELEC-DISP-4878,P71-f3efe914,City_1,City_158,2024-06-04 00:00:00,2024-06-12 00:00:00,type_1,23706,888742
A140072,ELEC-PCB-3938,P72-d0c830ba,City_1,City_17,2024-01-25 00:00:00,2024-02-07 00:00:00,type_1,54464,870391
A140073,ELEC-DISP-5371,P73-fe14ed7d,City_1,City_17,2022-06-13 00:00:00,2022-07-11 00:00:00,type_1,14668,785343
A140074,ELEC-MODUL-1634,P74-e253361d,City_1,City_17,2024-05-29 00:00:00,2024-06-16 00:00:00,type_1,26658,283238
A140075,ELEC-MODUL-6728,P75-1326597d,City_1,City_17,2022-11-09 00:00:00,2022-12-08 00:00:00,type_1,30331,883980
A140076,ELEC-DISP-1387,P76-efaac776,City_1,City_17,2023-11-07 00:00:00,2023-11-16 00:00:00,type_1,43525,467821
A140077,ELEC-COMP-2137,P77-a8a88a85,City_1,City_17,2024-03-02 00:00:00,2024-03-13 00:00:00,type_1,84580,418203
A140078,ELEC-MODUL-9785,P78-b3cfde39,City_1,City_23,2022-12-06 00:00:00,2022-12-09 00:00:00,type_1,34737,170944
A140079,ELEC-DISP-5349,P79-d9dea7b7,City_1,City_23,2022-02-09 00:00:00,2022-02-15 00:00:00,type_1,57459,675550
A140080,ELEC-COMP-6139,P80-3591dbdd,City_1,City_23,2023-03-23 00:00:00,2023-04-14 00:00:00,type_1,15657,586265
A140081,ELEC-MODUL-4114,P81-dd822480,City_1,City_23,2022-09-18 00:00:00,2022-09-22 00:00:00,type_1,57654,793215
A140082,ELEC-PCB-9518,P82-83bad88e,City_1,City_23,2024-04-05 00:00:00,2024-04-25 00:00:00,type_1,94797,770221
A140083,ELEC-DISP-6967,P83-25014635,City_1,City_23,2023-03-18 00:00:00,2023-03-23 00:00:00,type_1,43779,746503
A140084,ELEC-COMP-3041,P84-8f5a5c8b,City_1,City_23,2024-01-08 00:00:00,2024-01-20 00:00:00,type_1,41038,581756
A140085,ELEC-MODUL-6344,P85-016ea04f,City_1,City_24,2023-02-17 00:00:00,2023-03-14 00:00:00,type_1,73167,360016
A140086,ELEC-DISP-4143,P86-92035825,City_1,City_24,2023-03-07 00:00:00,2023-03-31 00:00:00,type_1,89277,447562
A140087,ELEC-DISP-5930,P87-0c2fd2f7,City_1,City_24,2023-02-20 00:00:00,2023-03-12 00:00:00,type_1,553,924224
A140088,ELEC-COMP-5700,P88-039a109d,City_1,City_24,2022-08-04 00:00:00,2022-08-20 00:00:00,type_1,76519,873927
A140089,ELEC-COMP-8618,P89-a3ad9de5,City_1,City_24,2023-03-29 00:00:00,2023-04-15 00:00:00,type_1,28510,758446
A140090,ELEC-MODUL-3780,P90-756c1347,City_1,City_24,2023-11-06 00:00:00,2023-11-11 00:00:00,type_1,68061,347571
A140091,ELEC-COMP-2530,P91-d36c4f6b,City_1,City_24,2024-04-18 00:00:00,2024-05-15 00:00:00,type_1,88684,296277
A140092,ELEC-COMP-4680,P92-9a4f4641,City_1,City_24,2024-04-05 00:00:00,2024-04-14 00:00:00,type_1,3701,204511
A140093,ELEC-DISP-8784,P93-b7028c36,City_1,City_29,2023-09-18 00:00:00,2023-10-18 00:00:00,type_1,10045,855819
A140094,ELEC-MODUL-7790,P94-4e27bf97,City_1,City_29,2023-10-07 00:00:00,2023-10-28 00:00:00,type_1,94655,253880
A140095,ELEC-MODUL-9099,P95-b4b762d4,City_1,City_29,2023-02-14 00:00:00,2023-02-24 00:00:00,type_1,86490,204739
A140096,ELEC-PCB-2746,P96-9c83a8b9,City_1,City_31,2024-03-08 00:00:00,2024-03-24 00:00:00,type_1,23553,279471
A140097,ELEC-MODUL-1822,P97-51085ad7,City_1,City_31,2023-07-25 00:00:00,2023-08-04 00:00:00,type_1,16406,939545
A140098,ELEC-MODUL-3184,P98-048a7aea,City_1,City_31,2024-03-31 00:00:00,2024-04-17 00:00:00,type_1,70116,750005
A140099,ELEC-COMP-8251,P99-d5684b34,City_1,City_31,2023-09-20 00:00:00,2023-10-19 00:00:00,type_1,66662,804213
A140100,ELEC-MODUL-9976,P100-ce487a9b,City_1,City_31,2023-04-02 00:00:00,2023-04-10 00:00:00,type_1,62716,829779
A140101,ELEC-MODUL-5246,P101-2fcc386e,City_1,City_31,2024-02-09 00:00:00,2024-02-19 00:00:00,type_1,84079,930660
A140102,ELEC-COMP-9540,P102-d6bc840f,City_1,City_31,2023-05-12 00:00:00,2023-06-04 00:00:00,type_1,36492,300867
A140103,ELEC-MODUL-2269,P103-cc39ee72,City_1,City_31,2024-01-01 00:00:00,2024-01-13 00:00:00,type_1,36114,295884
A140104,ELEC-COMP-9849,P104-ec974a6d,City_1,City_35,2022-03-24 00:00:00,2022-03-31 00:00:00,type_1,30811,208157
A140105,ELEC-MODUL-3503,P105-9f374244,City_1,City_35,2023-12-25 00:00:00,2024-01-03 00:00:00,type_1,54877,117348
A140106,ELEC-MODUL-6421,P106-67d7e4f3,City_1,City_35,2023-07-10 00:00:00,2023-07-27 00:00:00,type_1,8661,485970
A140107,ELEC-DISP-7883,P107-de28bb66,City_1,City_35,2023-02-03 00:00:00,2023-03-02 00:00:00,type_1,91663,662451
A140108,ELEC-PCB-7232,P108-1a92a2d8,City_1,City_35,2023-05-04 00:00:00,2023-05-07 00:00:00,type_1,39639,418845
A140109,ELEC-MODUL-9818,P109-f2ca7849,City_1,City_38,2024-02-05 00:00:00,2024-03-02 00:00:00,type_1,79569,622661
A140110,ELEC-DISP-8999,P110-acddb6a9,City_1,City_38,2022-08-13 00:00:00,2022-08-24 00:00:00,type_1,64154,507007
A140111,ELEC-PCB-7371,P111-3f169f61,City_1,City_38,2022-12-11 00:00:00,2023-01-04 00:00:00,type_1,53494,762131
A140112,ELEC-DISP-8657,P112-e339f6c0,City_1,City_38,2022-05-11 00:00:00,2022-06-02 00:00:00,type_1,4034,610069
A140113,ELEC-MODUL-1444,P113-8b5786f3,City_1,City_38,2022-03-27 00:00:00,2022-04-19 00:00:00,type_1,18286,499433
A140114,ELEC-MODUL-3977,P114-ea20ee2b,City_1,City_38,2022-02-21 00:00:00,2022-03-04 00:00:00,type_1,43406,447519
A140115,ELEC-MODUL-6355,P115-f8bd6fdb,City_1,City_47,2022-12-12 00:00:00,2023-01-08 00:00:00,type_1,50192,972369
A140116,ELEC-COMP-7906,P116-3d290995,City_1,City_47,2022-09-16 00:00:00,2022-10-15 00:00:00,type_1,62144,135884
A140117,ELEC-PCB-9837,P117-a4601877,City_1,City_47,2022-02-23 00:00:00,2022-03-09 00:00:00,type_1,85715,285113
A140118,ELEC-PCB-1659,P118-0706b572,City_1,City_47,2024-02-12 00:00:00,2024-02-15 00:00:00,type_1,26630,309295
A140119,ELEC-DISP-4908,P119-c1887546,City_1,City_51,2022-05-10 00:00:00,2022-05-28 00:00:00,type_1,15493,751978
A140120,ELEC-DISP-8619,P120-9adb3096,City_1,City_51,2023-12-18 00:00:00,2023-12-29 00:00:00,type_1,48851,854150
A140121,ELEC-DISP-2876,P121-afe4b5fb,City_1,City_51,2024-03-07 00:00:00,2024-04-05 00:00:00,type_1,41268,221720
A140122,ELEC-PCB-6111,P122-8b7b86d6,City_1,City_53,2023-08-13 00:00:00,2023-09-06 00:00:00,type_1,52490,443537
A140123,ELEC-DISP-2245,P123-e1b09b7c,City_1,City_53,2023-08-30 00:00:00,2023-09-24 00:00:00,type_1,82713,920917
A140124,ELEC-DISP-2669,P124-97ea487b,City_1,City_53,2023-12-15 00:00:00,2024-01-11 00:00:00,type_1,90187,366232
A140125,ELEC-PCB-1672,P125-a5d05d2b,City_1,City_62,2022-12-22 00:00:00,2023-01-11 00:00:00,type_1,87206,499186
A140126,ELEC-COMP-2129,P126-1691c945,City_1,City_62,2023-06-03 00:00:00,2023-06-26 00:00:00,type_1,2158,407806
A140127,ELEC-MODUL-9031,P127-0568dd59,City_1,City_62,2022-04-19 00:00:00,2022-05-05 00:00:00,type_1,83807,429781
A140128,ELEC-MODUL-3506,P128-886a5be0,City_1,City_62,2023-03-22 00:00:00,2023-03-30 00:00:00,type_1,68886,819440
A140129,ELEC-COMP-9817,P129-0ebfceca,City_1,City_62,2024-03-04 00:00:00,2024-03-22 00:00:00,type_1,57591,537455
A140130,ELEC-COMP-6280,P130-075ab7e9,City_1,City_62,2024-05-22 00:00:00,2024-06-01 00:00:00,type_1,11859,921084
A140131,ELEC-COMP-8385,P131-7f6bfa26,City_1,City_62,2022-09-07 00:00:00,2022-10-04 00:00:00,type_1,75191,537282
A140132,ELEC-MODUL-6511,P132-b93e58bf,City_1,City_63,2022-01-30 00:00:00,2022-02-17 00:00:00,type_1,43100,942288
A140133,ELEC-DISP-8988,P133-54d4b3cd,City_1,City_63,2022-08-06 00:00:00,2022-08-20 00:00:00,type_1,34362,886587
A140134,ELEC-COMP-5581,P134-5d84e508,City_1,City_63,2023-09-03 00:00:00,2023-09-28 00:00:00,type_1,36711,972859
A140135,ELEC-PCB-9464,P135-6926f4c1,City_1,City_63,2022-07-15 00:00:00,2022-07-20 00:00:00,type_1,94881,303080
A140136,ELEC-MODUL-9004,P136-d09c0be4,City_1,City_63,2023-07-23 00:00:00,2023-08-19 00:00:00,type_1,91019,301997
A140137,ELEC-MODUL-9041,P137-a9b57157,City_1,City_63,2023-04-04 00:00:00,2023-05-02 00:00:00,type_1,12696,68080
A140138,ELEC-COMP-4630,P138-cb827b9b,City_1,City_63,2023-02-19 00:00:00,2023-03-16 00:00:00,type_1,40635,305123
A140139,ELEC-COMP-8753,P139-1202513e,City_1,City_66,2023-07-21 00:00:00,2023-08-09 00:00:00,type_1,56271,410455
A140140,ELEC-COMP-6764,P140-765fd914,City_1,City_66,2023-12-21 00:00:00,2024-01-07 00:00:00,type_1,40689,334076
A140141,ELEC-COMP-4777,P141-32523c54,City_1,City_66,2022-05-04 00:00:00,2022-05-30 00:00:00,type_1,41859,251939
A140142,ELEC-PCB-9779,P142-6e58a587,City_1,City_66,2024-02-20 00:00:00,2024-03-16 00:00:00,type_1,25605,244143
A140143,ELEC-DISP-8933,P143-8234905a,City_1,City_66,2022-10-11 00:00:00,2022-11-06 00:00:00,type_1,69265,668226
A140144,ELEC-COMP-2647,P144-b90b8a01,City_1,City_66,2024-05-02 00:00:00,2024-05-11 00:00:00,type_1,30316,360636
A140145,ELEC-COMP-3939,P145-fe2fd40b,City_1,City_66,2022-11-06 00:00:00,2022-11-09 00:00:00,type_1,70510,792411
A140146,ELEC-DISP-5494,P146-69d35723,City_1,City_66,2022-02-16 00:00:00,2022-02-20 00:00:00,type_1,38790,630238
A140147,ELEC-DISP-9042,P147-85a6f678,City_1,City_72,2022-04-16 00:00:00,2022-05-16 00:00:00,type_1,75743,62861
A140148,ELEC-COMP-8690,P148-bffd1b36,City_1,City_72,2023-05-06 00:00:00,2023-05-23 00:00:00,type_1,24664,407256
A140149,ELEC-PCB-5136,P149-aa93bab0,City_1,City_72,2024-06-01 00:00:00,2024-06-19 00:00:00,type_1,9064,169629
A140150,ELEC-MODUL-9056,P150-0932e85a,City_1,City_72,2022-03-17 00:00:00,2022-04-07 00:00:00,type_1,90474,710021
A140151,ELEC-PCB-3485,P151-a588a047,City_1,City_72,2022-06-02 00:00:00,2022-06-30 00:00:00,type_1,40324,640180
A140152,ELEC-PCB-5066,P152-562e6294,City_1,City_72,2022-05-02 00:00:00,2022-05-22 00:00:00,type_1,55048,851577
A140153,ELEC-DISP-9561,P153-9c391bef,City_1,City_72,2023-01-25 00:00:00,2023-02-11 00:00:00,type_1,39474,514226
A140154,ELEC-MODUL-6003,P154-8d3b1c60,City_1,City_72,2023-08-06 00:00:00,2023-08-28 00:00:00,type_1,80405,113156
A140155,ELEC-PCB-4404,P155-8493eb06,City_1,City_75,2023-10-03 00:00:00,2023-10-12 00:00:00,type_1,87063,327501
A140156,ELEC-PCB-3573,P156-8f60bfa9,City_1,City_75,2022-09-03 00:00:00,2022-09-11 00:00:00,type_1,10338,628805
A140157,ELEC-DISP-1043,P157-6a5a976b,City_1,City_75,2023-02-23 00:00:00,2023-03-12 00:00:00,type_1,78332,772858
A140158,ELEC-MODUL-5771,P158-35cff956,City_1,City_75,2022-02-03 00:00:00,2022-02-13 00:00:00,type_1,93162,352099
A140159,ELEC-COMP-8438,P159-72d30a5a,City_1,City_75,2022-03-14 00:00:00,2022-04-07 00:00:00,type_1,35175,294762
A140160,ELEC-DISP-7965,P160-a507842e,City_1,City_75,2022-04-28 00:00:00,2022-05-18 00:00:00,type_1,85386,285729
A140161,ELEC-DISP-5352,P161-8ac2728d,City_1,City_75,2024-04-26 00:00:00,2024-05-03 00:00:00,type_1,8316,124878
A140162,ELEC-DISP-6039,P162-742d732c,City_1,City_75,2023-09-02 00:00:00,2023-09-28 00:00:00,type_1,75107,914278
A140163,ELEC-MODUL-3037,P163-553223d2,City_1,City_79,2023-04-25 00:00:00,2023-05-20 00:00:00,type_1,92215,368862
A140164,ELEC-MODUL-5460,P164-ab357153,City_1,City_79,2023-05-28 00:00:00,2023-06-17 00:00:00,type_1,57877,567781
A140165,ELEC-PCB-1653,P165-678fbcdb,City_1,City_79,2023-03-19 00:00:00,2023-04-14 00:00:00,type_1,79629,387978
A140166,ELEC-COMP-1423,P166-6afa70d7,City_1,City_79,2022-04-04 00:00:00,2022-04-14 00:00:00,type_1,75892,757053
A140167,ELEC-PCB-5415,P167-d3cdb552,City_1,City_79,2023-08-14 00:00:00,2023-08-18 00:00:00,type_1,99625,850177
A140168,ELEC-MODUL-9502,P168-8871c20b,City_1,City_84,2023-10-30 00:00:00,2023-11-16 00:00:00,type_1,24288,341668
A140169,ELEC-MODUL-9056,P169-924527db,City_1,City_84,2022-04-04 00:00:00,2022-04-22 00:00:00,type_1,54023,414863
A140170,ELEC-COMP-6260,P170-ce9afd02,City_1,City_84,2023-11-18 00:00:00,2023-11-24 00:00:00,type_1,21579,949398
A140171,ELEC-COMP-7744,P171-2c46ec4d,City_1,City_84,2023-12-12 00:00:00,2023-12-30 00:00:00,type_1,87346,352218
A140172,ELEC-PCB-8451,P172-6e9fb0fa,City_1,City_85,2022-04-01 00:00:00,2022-04-14 00:00:00,type_1,42872,314659
A140173,ELEC-PCB-7622,P173-b506b7bb,City_1,City_85,2024-06-04 00:00:00,2024-06-23 00:00:00,type_1,650,914998
A140174,ELEC-MODUL-7770,P174-0203459f,City_1,City_85,2022-02-25 00:00:00,2022-03-06 00:00:00,type_1,47919,593623
A140175,ELEC-MODUL-8242,P175-932b3c0b,City_1,City_85,2024-02-18 00:00:00,2024-02-22 00:00:00,type_1,35503,263446
A140176,ELEC-DISP-5719,P176-3948c777,City_1,City_85,2023-03-25 00:00:00,2023-04-19 00:00:00,type_1,16415,558257
A140177,ELEC-PCB-4920,P177-bde0c1f9,City_1,City_85,2023-12-28 00:00:00,2024-01-05 00:00:00,type_1,72699,375845
A140178,ELEC-MODUL-2527,P178-50c1a668,City_1,City_92,2022-08-19 00:00:00,2022-09-17 00:00:00,type_1,60982,168972
A140179,ELEC-PCB-3522,P179-5cc7a271,City_1,City_92,2023-05-26 00:00:00,2023-06-20 00:00:00,type_1,67198,356039
A140180,ELEC-COMP-7807,P180-0c8ae7bb,City_1,City_92,2024-05-04 00:00:00,2024-05-22 00:00:00,type_1,32446,545158
A140181,ELEC-DISP-7284,P181-911ddb9b,City_1,City_98,2022-07-15 00:00:00,2022-08-06 00:00:00,type_1,98318,582929
A140182,ELEC-DISP-2143,P182-5450a801,City_1,City_98,2022-10-10 00:00:00,2022-11-06 00:00:00,type_1,54887,878381
A140183,ELEC-COMP-9318,P183-5b629c89,City_1,City_98,2022-10-01 00:00:00,2022-10-30 00:00:00,type_1,37572,52689
A140184,ELEC-COMP-9022,P184-c21121b4,City_1,City_98,2024-06-05 00:00:00,2024-06-12 00:00:00,type_1,71092,518238
A140185,ELEC-MODUL-6654,P185-8093c96c,City_1,City_98,2022-12-07 00:00:00,2022-12-27 00:00:00,type_1,71728,849929
A140186,ELEC-MODUL-8460,P186-bf879286,City_1,City_98,2022-11-26 00:00:00,2022-12-26 00:00:00,type_1,91922,247816
A140187,ELEC-MODUL-4826,P187-4dc33181,City_1,City_99,2024-05-26 00:00:00,2024-06-22 00:00:00,type_1,6220,480728
A140188,ELEC-COMP-8749,P188-2c410d21,City_1,City_99,2023-12-24 00:00:00,2024-01-21 00:00:00,type_1,51104,449749
A140189,ELEC-DISP-9115,P189-c9bea9a0,City_1,City_99,2022-02-07 00:00:00,2022-02-14 00:00:00,type_1,77856,576690
A140190,ELEC-COMP-2644,P190-0005aa1a,City_1,City_99,2024-06-14 00:00:00,2024-07-14 00:00:00,type_1,13569,511694
A140191,PHARM-VCNE-1251,P191-cbc49784,City_10,City_106,2024-01-10 00:00:00,2024-01-17 00:00:00,type_2,86323,58736
A140192,PHARM-TABL-2225,P192-4a724f66,City_10,City_106,2023-04-26 00:00:00,2023-05-24 00:00:00,type_2,44875,39737
A140193,PHARM-VCNE-2315,P193-d0fde771,City_10,City_106,2024-05-22 00:00:00,2024-06-04 00:00:00,type_2,70442,93389
A140194,PHARM-VCNE-6188,P194-8c6b39da,City_10,City_106,2023-10-04 00:00:00,2023-10-29 00:00:00,type_2,71412,68956
A140195,PHARM-API-2121,P195-9cd19d1a,City_10,City_106,2022-08-29 00:00:00,2022-09-21 00:00:00,type_2,38167,94705
A140196,PHARM-TABL-2480,P196-67d6bff8,City_10,City_106,2023-03-21 00:00:00,2023-03-27 00:00:00,type_2,92760,88066
A140197,PHARM-API-8269,P197-bc1ff9cb,City_10,City_106,2022-06-20 00:00:00,2022-07-15 00:00:00,type_2,4294,44251
A140198,PHARM-INFT-1919,P198-0a68b328,City_10,City_108,2022-10-28 00:00:00,2022-11-11 00:00:00,type_2,56950,54131
